Company name,Notes,Status,Last modified,Where to apply,Industry,Location,Founded Date,Founders,Funding Status,Last Funding Type,Number of Employees,Revenue Range,Hug Tags,Ipo Status,Company Type,Number of Acquisitions,Total Funding,Headquarters Location,Headquarters Regions
Northrop Grumman ,"3 reports of hiring
",Hiring,2020-04-06T17:35:37.000Z,https://www.northropgrumman.com/careers/,,,,,,,,,,,,,,,
Northvolt,"
",Hiring,2020-04-05T21:32:24.000Z,,,,,,,,,,,,,,,,
Northwestern Mutual,"Financial Advisers and Financial Adviser Interns nationwide
All, including technology roles
",Hiring,2020-04-03T13:33:49.000Z,,,,,,,,,,,,,,,,
Northwestern University ,"
",Hiring,2020-04-09T14:41:24.000Z,,,,,,,,,,,,,,,,
NortonLifeLock,3 reports of layoffs,Layoffs,2020-04-07T03:51:40.000Z,,,,,,,,,,,,,,,,
Norwegian Cruise Line,"
",Hiring  freeze,2020-04-02T18:49:21.000Z,,,,,,,,,,,,,,,,
Nosto,"All hiring frozen; 20% salary cut for entire company
",Hiring  freeze,2020-04-07T14:22:16.000Z,,,,,,,,,,,,,,,,
Notion,"Large cash stockpile, business model not likely as affected as others
",Hiring,2020-03-28T18:07:23.000Z,https://www.notion.so/Work-at-Notion-e7aeb157238a4603a2964b28c646f07f,,,,,,,,,,,,,,,
Nova Biomedical,"
",Hiring,2020-04-02T20:08:05.000Z,,,,,,,,,,,,,,,,
Nova Credit,"We are hiring 2 Software Engineers, 1 Engineering Manager, 1 Finance, 1 Head of Product, 1 Chief of Staff
",Hiring,2020-03-28T16:02:07.000Z,https://www.novacredit.com/careers,,,,,,,,,,,,,,,
Nova Southeastern University,"
",Hiring  freeze,2020-04-07T14:22:29.000Z,,,,,,,,,,,,,,,,
Novartis,"Report from employee: ""Even though they say they are hiring, both Novartis and Novartis Institute for Biomedical Research are laying off. I was one of those impacted and they also strangely and ubruptly closed over 50% of the China site right when COVID hit in December.""
","Layoffs,Hiring  freeze",2020-04-07T20:01:46.000Z,,,,,,,,,,,,,,,,
Novelis,"
",Hiring  freeze,2020-04-02T20:09:38.000Z,,,,,,,,,,,,,,,,
Novo Nordisk,"2020 Internship has not been canceled
",Hiring,2020-04-02T20:09:56.000Z,,,,,,,,,,,,,,,,
novoed,"
",Hiring,2020-04-02T20:10:12.000Z,,,,,,,,,,,,,,,,
Nowcom,"
",Hiring  freeze,2020-04-02T20:10:30.000Z,,,,,,,,,,,,,,,,
Noyo,"Actively hiring engineering, design, operations in San Francisco, CA and Durham, NC
",Hiring,2020-04-02T20:10:51.000Z,,,,,,,,,,,,,,,,
Nozomi Networks,"
",Hiring  freeze,2020-04-09T14:41:45.000Z,,,,,,,,,,,,,,,,
NPd,"
",Hiring  freeze,2020-04-02T20:11:09.000Z,,,,,,,,,,,,,,,,
NPR,"Summer 2020 Internships cancelled
",Hiring,2020-04-07T14:22:52.000Z,,,,,,,,,,,,,,,,
NPS Corporation,"Machine Operators and Maintenance Techs
",Hiring,2020-04-02T20:11:58.000Z,,,,,,,,,,,,,,,,
NRC Health,"Mix of IT, operations and Customer Success
",Hiring,2020-04-09T15:02:41.000Z,,,,,,,,,,,,,,,,
NRG,"
",Hiring,2020-04-05T21:34:10.000Z,,,,,,,,,,,,,,,,
NRT,"
",Hiring,2020-04-01T22:37:33.000Z,,,,,,,,,,,,,,,,
NS1,"
",Hiring  freeze,2020-04-02T20:12:18.000Z,,,,,,,,,,,,,,,,
NS8,"Actively recruiting engineers, PMs, marketers, product designers, and sales roles across the organization
",Hiring,2020-03-28T21:08:01.000Z,https://boards.greenhouse.io/ns8,,,,,,,,,,,,,,,
NTT,"Cybersecurity
",Hiring,2020-04-08T18:38:21.000Z,,,,,,,,,,,,,,,,
NTT DATA ,"All region
",Hiring,2020-04-10T18:55:47.000Z,,,,,,,,,,,,,,,,
ntuc,"
",Hiring,2020-04-02T20:12:47.000Z,,,,,,,,,,,,,,,,
NTWRK,"Engineering (QA Analyst, Eng Manager, sr/software engineer)
",Hiring,2020-04-02T20:13:11.000Z,,,,,,,,,,,,,,,,
Nuance,"
","Hiring,Hiring  freeze",2020-04-08T22:01:11.000Z,,,,,,,,,,,,,,,,
Nubank ,"
",Hiring  freeze,2020-04-02T20:13:55.000Z,,,,,,,,,,,,,,,,
Nuffsaid,"Hiring engineers currently, and will be hiring other roles within the next 6 mos
",Hiring,2020-04-02T20:14:15.000Z,,,,,,,,,,,,,,,,
num pang,"
",Hiring,2020-04-02T20:14:33.000Z,,,,,,,,,,,,,,,,
Numerator,"https://www.numerator.com/careers
",Hiring,2020-04-02T20:15:06.000Z,,,,,,,,,,,,,,,,
Nuna,"Hiring across the board
",Hiring,2020-03-28T18:08:23.000Z,https://www.nuna.com/careers/,,,,,,,,,,,,,,,
NuoDB,"
",Hiring  freeze,2020-04-02T20:15:41.000Z,,,,,,,,,,,,,,,,
NuOrder,"All Teams, 2 repors
",Layoffs,2020-04-07T18:55:34.000Z,,,,,,,,,,,,,,,,
Nuro,"Except for Robot Operations (in-car) as they won't be able to do a driving interview
",Hiring,2020-03-28T16:01:22.000Z,https://nuro.ai/careers,,,,,,,,,,,,,,,
Nurx,Confirmed freeze with recruiter confirmation,Layoffs,2020-04-08T21:24:33.000Z,https://www.nurx.com/careers/,,,,,,,,,,,,,,,
Nutanix,4 reports of freeze,"Layoffs,Hiring  freeze",2020-04-09T15:03:03.000Z,https://www.nutanix.com/company/careers,,,,,,,,,,,,,,,
Nutrien Ag Solutions ,"
",Hiring,2020-04-02T20:17:02.000Z,,,,,,,,,,,,,,,,
Nuveen,"Report from internal employee
",Hiring  freeze,2020-04-02T20:17:18.000Z,,,,,,,,,,,,,,,,
"nuVizz, Inc.","Temporary freeze
",Hiring  freeze,2020-04-02T20:17:34.000Z,,,,,,,,,,,,,,,,
NVIDIA,"Company official reports ""we are not experiencing a hiring freeze"".
",Hiring,2020-04-02T04:10:29.000Z,https://www.nvidia.com/en-us/about-nvidia/careers/,,,,,,,,,,,,,,,
NXP USA,"Company wide. 1 report of hiring
","Hiring  freeze,Hiring",2020-04-10T18:02:22.000Z,,,,,,,,,,,,,,,,
NYC Health,"Psych
",Hiring,2020-04-01T21:16:13.000Z,,,,,,,,,,,,,,,,
NYCTutoring.com,"Hiring freeze on tutors
",Hiring  freeze,2020-04-02T20:16:10.000Z,,,,,,,,,,,,,,,,
Nylas,"Actively hiring for multiple positions in our San Francisco, New York City, and Denver offices
",Hiring,2020-03-30T15:38:35.000Z,,,,,,,,,,,,,,,,
NYU,"
",Hiring  freeze,2020-04-02T20:17:47.000Z,,,,,,,,,,,,,,,,
nyu langone,"
",Hiring,2020-04-03T13:38:23.000Z,,,,,,,,,,,,,,,,
O'Reilly Auto Parts,"
",Hiring  freeze,2020-04-03T13:38:36.000Z,,,,,,,,,,,,,,,,
O’Reilly Media,Events team shutdown laid off via email,Layoffs,2020-04-07T03:49:34.000Z,https://jobs.jobvite.com/oreilly-media/jobs,,,,,,,,,,,,,,,
o9 Solutions,"Hiring freeze in Europe; Hiring in the US
",Hiring  freeze,2020-04-03T13:40:00.000Z,,,,,,,,,,,,,,,,
Oak Ridge National Laboratory,"Hiring mostly research scientists and engineers in various domains
",Hiring,2020-04-02T17:40:18.000Z,,,,,,,,,,,,,,,,
OakNorth,"Debt Finance team in New York Laid Off
",Layoffs,2020-04-07T03:49:15.000Z,https://www.oaknorth.com/careers/?noredirect,,,,,,,,,,,,,,,
OANDA,"All- multiple reports
",Hiring,2020-04-03T13:40:29.000Z,,,,,,,,,,,,,,,,
Objective ECM,"IT Consultant
",Hiring  freeze,2020-04-08T20:36:27.000Z,,,,,,,,,,,,,,,,
Observe.AI,"Hiring across Product, Eng, ML and CSM
1 report of freeze
",Hiring,2020-04-09T15:04:01.000Z,,,,,,,,,,,,,,,,
ObservePoint,"5 reports of layoffs
",Layoffs,2020-04-07T03:49:02.000Z,,,,,,,,,,,,,,,,
Obu Interactive,"Social Media Manager, UX Designer, Sales Assistant
",Hiring,2020-03-28T23:51:46.000Z,,,,,,,,,,,,,,,,
Obviously Social LLC,"
",Hiring,2020-04-07T14:23:49.000Z,,,,,,,,,,,,,,,,
Ocado,"sorry, the previous one was a mistake, Ocado (Ocado Technology in specific) is actually hiring
",Hiring,2020-04-03T13:54:27.000Z,,,,,,,,,,,,,,,,
Ocado Technology,"
",Hiring,2020-04-03T13:54:46.000Z,,,,,,,,,,,,,,,,
Occidental Petroleum,"30% Paycut across firm- reports of hiring freeze and layoffs
",Layoffs,2020-04-03T13:56:14.000Z,,,,,,,,,,,,,,,,
Ocrolus,"1 report of hiring and 1 report of hiring freeze
","Hiring,Hiring  freeze",2020-04-07T16:20:51.000Z,,,,,,,,,,,,,,,,
Octane AI,"Hiring engineers and product designers now, more roles soon. Focused on ecommerce, a vertical that needs more help.
",Hiring,2020-03-28T23:52:26.000Z,,,,,,,,,,,,,,,,
Octopai,,Hiring,2020-03-29T15:18:59.000Z,https://www.octopai.com/careers/,,,,,,,,,,,,,,,
Ocwen,"
",Hiring,2020-04-09T15:04:34.000Z,,,,,,,,,,,,,,,,
oerlikon metco,"
",Hiring,2020-04-03T13:57:12.000Z,,,,,,,,,,,,,,,,
Offerup,"Hiring for Data Platform team
",Hiring,2020-03-28T16:00:22.000Z,https://about.offerup.com/careers/,,,,,,,,,,,,,,,
Office of Economic Development,"
",Hiring  freeze,2020-04-07T14:25:52.000Z,,,,,,,,,,,,,,,,
Ofs,"
",Hiring  freeze,2020-04-03T13:57:46.000Z,,,,,,,,,,,,,,,,
OFX Group,"Hiring in London, Sydney, San Fran and Toronto offices. Hiring technology (Engineers, Product, Quality, Security, Data), sales, customer service, compliance 
",Hiring,2020-04-03T13:58:05.000Z,,,,,,,,,,,,,,,,
Ogilvy,,Hiring  freeze,2020-04-06T13:01:10.000Z,,,,,,,,,,,,,,,,
Ogletree,"
",Hiring  freeze,2020-04-02T18:01:02.000Z,,,,,,,,,,,,,,,,
Oh My Green,"
",Layoffs,2020-04-05T06:56:00.000Z,https://www.ohmygreen.com/careers/,,,,,,,,,,,,,,,
Oh&e,"
",Hiring,2020-04-03T13:58:31.000Z,,,,,,,,,,,,,,,,
Ohpen,"Growth continues as normal (Engineering, Marketing, Sales, ++)
",Hiring,2020-03-30T15:06:08.000Z,,,,,,,,,,,,,,,,
OKCoin,"Multiple areas including: Product, Design, Finance, Development and HR
",Hiring,2020-04-06T19:43:22.000Z,https://okcoinusainc.applytojob.com/apply,,,,,,,,,,,,,,,
"Okta, Inc.","Hiring for posted open roles
","Hiring,Hiring  freeze",2020-04-02T16:27:56.000Z,https://www.okta.com/company/careers/,,,,,,,,,,,,,,,
Ola,,"Offers rescinded,Hiring  freeze",2020-04-01T16:51:44.000Z,https://www.olacabs.com/careers,,,,,,,,,,,,,,,
Old Mission Capital,"
",Hiring,2020-04-06T20:19:18.000Z,,,,,,,,,,,,,,,,
Old Navy,"One report of a hiring freeze for SWE and one report of hiring.
","Hiring  freeze,Hiring",2020-04-07T20:22:41.000Z,,,,,,,,,,,,,,,,
Oliveboard ,"Reports of hiring and hiring freeze
",Hiring,2020-04-09T15:05:26.000Z,,,,,,,,,,,,,,,,
Oliver Wyman,"Global Hiring Freeze. 1 report of hiring.
","Hiring  freeze,Hiring",2020-04-01T21:31:58.000Z,https://www.oliverwyman.com/careers.html,,,,,,,,,,,,,,,
Ollie,"https://jobs.lever.co/myollie
",Hiring,2020-04-06T18:21:22.000Z,https://jobs.lever.co/myollie,,,,,,,,,,,,,,,
Olo,"Was told of hiring freeze during interview progression
",Hiring  freeze,2020-04-02T06:49:19.000Z,https://www.olo.com/careers/,,,,,,,,,,,,,,,
OluKai,"
",Hiring  freeze,2020-04-03T14:00:20.000Z,,,,,,,,,,,,,,,,
Olx Group,"
",Hiring,2020-04-03T14:00:53.000Z,,,,,,,,,,,,,,,,
Olympus ,"Corporate-wide 
",Hiring  freeze,2020-04-03T14:01:31.000Z,,,,,,,,,,,,,,,,
OM Group Inc,"
",Hiring,2020-04-01T21:12:36.000Z,,,,,,,,,,,,,,,,
Omada Health,"Reports of hiring and a hiring freeze. See below:
Hiring freeze:","Hiring  freeze,Hiring",2020-04-07T19:38:20.000Z,https://www.omadahealth.com/careers,,,,,,,,,,,,,,,
Ombud,"
",Hiring,2020-04-03T14:02:19.000Z,,,,,,,,,,,,,,,,
OMD USA,"Conflicting reports of hiring and hiring freeze
",Hiring  freeze,2020-04-03T14:03:08.000Z,,,,,,,,,,,,,,,,
Omio,"Candidates start dates delayed. Kurtzarbeit for everyone.
",Hiring  freeze,2020-04-03T14:10:25.000Z,,,,,,,,,,,,,,,,
Omnicell,,Hiring,2020-03-28T23:52:33.000Z,,,,,,,,,,,,,,,,
Omnicom Health Group,"hiring actively
",Hiring,2020-04-03T14:10:38.000Z,,,,,,,,,,,,,,,,
Omnicom Media Group,"Rescinded Offer
",Hiring  freeze,2020-04-06T21:12:30.000Z,,,,,,,,,,,,,,,,
OmniSci,"Ceased interviews in progress. Recruiter told me interviewing is on pause until COVID-19 situation is figured out
",Hiring  freeze,2020-04-01T23:10:35.000Z,,,,,,,,,,,,,,,,
OmniSci,25 people let go this week,Layoffs,2020-04-07T03:48:51.000Z,,,,,,,,,,,,,,,,
Omnitracs,"
",Hiring,2020-04-10T01:53:38.000Z,,,,,,,,,,,,,,,,
Omnivision,"
",Hiring,2020-04-02T23:13:15.000Z,,,,,,,,,,,,,,,,
Omnivore.io,"
",Hiring  freeze,2020-04-03T14:11:19.000Z,,,,,,,,,,,,,,,,
Omron Healthcare,"Regional offices layoffs
",Layoffs,2020-03-28T18:31:48.000Z,https://careers.omron-healthcare.com/,,,,,,,,,,,,,,,
Omron Robotics and Safety Technologies,"https://recruiting.adp.com/srccar/public/RTI.home?c=1087941&d=OMRON_USA
",Hiring,2020-04-03T14:11:44.000Z,,,,,,,,,,,,,,,,
ON Semiconductor,,Hiring  freeze,2020-03-28T19:43:21.000Z,https://www.onsemi.com/careers?locale=us,,,,,,,,,,,,,,,
OnCall Health ,"Cs, development, product, marketing 
",Hiring,2020-04-05T21:37:08.000Z,,,,,,,,,,,,,,,,
Oncor,"
",Hiring  freeze,2020-04-03T14:12:05.000Z,,,,,,,,,,,,,,,,
OnCourse Learning,"
",Hiring,2020-04-01T22:56:56.000Z,,,,,,,,,,,,,,,,
One Concern,"Our 2020 hiring plan remains unchanged, full steam ahead
",Hiring,2020-04-01T23:48:16.000Z,https://jobs.lever.co/oneconcern,,,,,,,,,,,,,,,
One Door,"
",Hiring  freeze,2020-04-03T14:12:53.000Z,,,,,,,,,,,,,,,,
One Finance,"Actively hiring for new roles company-wide
",Hiring,2020-03-28T20:23:38.000Z,https://www.onefinance.com/jobs/,,,,,,,,,,,,,,,
One Medical,"Hiring for many departments: Engineering, Data Science, Security, Sales, Legal, and Clinical
",Hiring,2020-04-02T16:33:38.000Z,,,,,,,,,,,,,,,,
OneLogin,"Marketing
",Hiring  freeze,2020-04-02T22:22:31.000Z,,,,,,,,,,,,,,,,
OneMain Financial,"
",Hiring,2020-04-03T14:13:02.000Z,,,,,,,,,,,,,,,,
OnePlus,"
",Hiring,2020-04-10T19:45:34.000Z,,,,,,,,,,,,,,,,
OneSignal," Hiring for engineering, marketing, and operations roles
",Hiring,2020-03-29T14:45:51.000Z,https://onesignal.com/careers,,,,,,,,,,,,,,,
OneStream Software,"Hiring across departments and locations
",Hiring,2020-04-03T14:13:21.000Z,,,,,,,,,,,,,,,,
OneTrust,"Company wide announcement. One report of a rescinded offer
Multiple reports of layoffs:","Hiring  freeze,Offers rescinded",2020-04-09T15:07:16.000Z,https://www.onetrust.com/careers/,,,,,,,,,,,,,,,
OneUpOneDown,"Certain roles
",Hiring,2020-04-03T14:13:51.000Z,,,,,,,,,,,,,,,,
OneWeb,multiple reports from users that the company has filed for chapter 11 bankruptcy,Layoffs,2020-04-07T03:48:36.000Z,,,,,,,,,,,,,,,,
Onex,"Deal team
",Hiring,2020-04-03T14:14:28.000Z,,,,,,,,,,,,,,,,
Onfido,"
",Hiring  freeze,2020-04-02T18:38:51.000Z,,,,,,,,,,,,,,,,
onica,"
",Hiring  freeze,2020-04-05T21:38:03.000Z,,,,,,,,,,,,,,,,
Onit,"Offer Recinded (Mar 23)
",Hiring  freeze,2020-04-03T14:14:47.000Z,,,,,,,,,,,,,,,,
Online Geniuses ,"
",Hiring  freeze,2020-04-05T21:39:05.000Z,,,,,,,,,,,,,,,,
Onna,"Design, Engineering, People, Product and Sales
",Hiring,2020-04-03T14:15:02.000Z,,,,,,,,,,,,,,,,
OnSolve,"Multiple roles and teams in multiple locations: Atlanta, GA;  Alpharetta, GA; Boston, MA; Ormond Beach, FL; and others. 
",Hiring,2020-04-03T14:15:25.000Z,,,,,,,,,,,,,,,,
Ontario teachers,"
",Hiring,2020-04-07T14:27:29.000Z,,,,,,,,,,,,,,,,
Ontruck,"Laid off 25 employees
",Layoffs,2020-04-09T15:08:00.000Z,,,,,,,,,,,,,,,,
Opal,"Laid off 24 employees
",Layoffs,2020-04-02T06:51:23.000Z,,,,,,,,,,,,,,,,
OpenAI,"Actively hiring for all our open roles! Check out our jobs page for more info :) 
",Hiring,2020-04-03T14:16:00.000Z,,,,,,,,,,,,,,,,
OpenArc,"Laying off Consultants under fear of not getting contracts.
",Layoffs,2020-04-08T23:49:46.000Z,,,,,,,,,,,,,,,,
OpenBet,"16 employees have been laid off
",Layoffs,2020-04-08T23:22:06.000Z,,,,,,,,,,,,,,,,
Opendoor,"Hiring for senior roles
",Hiring,2020-04-08T20:40:20.000Z,https://www.opendoor.com/w/careers/open-positions,,,,,,,,,,,,,,,
Openet,"
",Hiring,2020-04-02T23:36:06.000Z,,,,,,,,,,,,,,,,
OpenJaw Technologies,"
",Hiring  freeze,2020-04-03T14:18:20.000Z,,,,,,,,,,,,,,,,
OpenTable,"Company-wide
",Hiring  freeze,2020-04-02T06:51:30.000Z,,,,,,,,,,,,,,,,
OpenTeQ,"
",Hiring,2020-04-03T14:18:47.000Z,,,,,,,,,,,,,,,,
OpenText,"Sales- Enterprise Account Executive & Presales- Solutions Consultants   https://opentextats.avature.net/careers/SearchJobs
",Hiring,2020-04-03T14:19:14.000Z,,,,,,,,,,,,,,,,
OpenView Venture Partners,"
",Hiring,2020-04-02T16:38:53.000Z,,,,,,,,,,,,,,,,
Opera Software,"2 reports of hiring freeze
",Hiring  freeze,2020-04-02T21:30:04.000Z,,,,,,,,,,,,,,,,
Operatives.com,"Hiring entry-level associates in Truckee or Reno only
",Hiring,2020-04-06T20:05:38.000Z,,,,,,,,,,,,,,,,
Oportun,"Across the board except in Collections
",Hiring  freeze,2020-04-03T14:19:40.000Z,,,,,,,,,,,,,,,,
Oppd,"
",Hiring  freeze,2020-04-03T14:19:57.000Z,,,,,,,,,,,,,,,,
OppLoans,"
",Hiring  freeze,2020-04-03T14:20:17.000Z,,,,,,,,,,,,,,,,
Optimizely,"We are not having layoffs. 1 report of hiring engineering.
","Hiring  freeze,Hiring",2020-04-02T20:44:56.000Z,https://www.optimizely.com/careers/,,,,,,,,,,,,,,,
Optimove,"
",Hiring  freeze,2020-04-03T14:20:36.000Z,,,,,,,,,,,,,,,,
Optiver,"Actively hiring across the organisation, confirmed by company
",Hiring,2020-03-31T05:00:59.000Z,,,,,,,,,,,,,,,,
Optoro,"Hiring freeze across company for foreseeable future
",Hiring  freeze,2020-04-09T15:08:32.000Z,,,,,,,,,,,,,,,,
Optum,,Hiring  freeze,2020-04-10T16:24:21.000Z,,,,,,,,,,,,,,,,
Optum Technology,,Hiring  freeze,2020-04-09T19:42:01.000Z,,,,,,,,,,,,,,,,
Optum Technology (UnitedHealth Group),,Hiring  freeze,2020-03-29T10:43:29.000Z,,,,,,,,,,,,,,,,
Optune,"We are looking for Front-End and Full Stack Developers
",Hiring,2020-04-03T14:21:13.000Z,,,,,,,,,,,,,,,,
Opus Agency,"Laid of 90+ employees o 04/02/20
",Layoffs,2020-04-09T15:08:48.000Z,,,,,,,,,,,,,,,,
Opus Bank ,"
",Hiring,2020-04-07T14:28:15.000Z,,,,,,,,,,,,,,,,
Oracle,"Hiring freeze across the company, annual reviews/promotions affected. Interviews postponed til May. ","Hiring  freeze,Hiring",2020-04-09T15:09:25.000Z,https://www.oracle.com/corporate/careers/,,,,,,,,,,,,,,,
Oracle NetSuite,"
",Hiring  freeze,2020-04-09T16:21:06.000Z,,,,,,,,,,,,,,,,
Oracle OCI,"We've seen 4 offers revoked and interviews cancelled for Oracle Cloud Infrastructure (OCI). For other teams accepted offers will be honored, otherwise hiring freeze. Cloud Business Group pulled 1 person's offer.","Hiring  freeze,Offers rescinded",2020-04-08T21:54:25.000Z,https://www.oracle.com/corporate/careers/opportunities/oci-jobs.html,,,,,,,,,,,,,,,
Orange,"
",Hiring,2020-04-02T18:39:31.000Z,,,,,,,,,,,,,,,,
Orange Logic,"
",Hiring,2020-04-03T14:22:52.000Z,,,,,,,,,,,,,,,,
Orchard,"Only product and engineering. Still hiring for tech and product.
","Hiring,Hiring  freeze",2020-04-09T15:09:53.000Z,,,,,,,,,,,,,,,,
Ordergroove,"
",Hiring  freeze,2020-03-31T15:55:39.000Z,,,,,,,,,,,,,,,,
Oregon state,"
",Hiring,2020-04-03T14:23:00.000Z,,,,,,,,,,,,,,,,
Orfium,"All teams
",Hiring,2020-04-02T16:20:49.000Z,,,,,,,,,,,,,,,,
origin,"
",Hiring,2020-04-08T20:42:47.000Z,https://www.origin.io/careers,,,,,,,,,,,,,,,
Orion Labs,"
",Hiring  freeze,2020-04-03T14:23:46.000Z,,,,,,,,,,,,,,,,
Orr group,"
",Hiring  freeze,2020-04-03T14:24:02.000Z,,,,,,,,,,,,,,,,
OrthoFi,"
",Hiring  freeze,2020-04-10T19:15:42.000Z,,,,,,,,,,,,,,,,
Oscar Associates,"
",Hiring,2020-04-09T15:15:24.000Z,,,,,,,,,,,,,,,,
Oscar Health,"Not sure about other departments, but definitely PEQ / Member Engagement. Another report of hiring - All roles still moving ahead across all teams (4/3)
",Hiring,2020-04-06T20:11:54.000Z,,,,,,,,,,,,,,,,
OSI Systems,"
",Hiring,2020-04-02T18:17:28.000Z,,,,,,,,,,,,,,,,
Osmosis,"
",Hiring,2020-04-02T20:05:06.000Z,,,,,,,,,,,,,,,,
OTA Insight,"
",Hiring,2020-04-03T14:24:35.000Z,,,,,,,,,,,,,,,,
Otis Elevator,"
",Hiring  freeze,2020-04-05T21:41:22.000Z,,,,,,,,,,,,,,,,
Otis Wealth,"Still hiring frontend and backend software engineers
",Hiring,2020-04-03T14:25:25.000Z,,,,,,,,,,,,,,,,
Otsuka,"
",Hiring,2020-04-02T20:00:31.000Z,,,,,,,,,,,,,,,,
Otto (GmbH & Co KG),"
",Hiring  freeze,2020-04-03T14:28:13.000Z,,,,,,,,,,,,,,,,
Ouster,"
",Hiring  freeze,2020-04-10T01:31:57.000Z,,,,,,,,,,,,,,,,
Outcomes4Me,"Jobs page: https://www.outcomes4me.com/careers
",Hiring,2020-04-02T06:52:42.000Z,,,,,,,,,,,,,,,,
Outdoorsy,"
",Hiring  freeze,2020-04-03T14:29:22.000Z,,,,,,,,,,,,,,,,
Outlier.org,"12 roles open
",Hiring,2020-04-02T18:14:56.000Z,https://outlier.org/jobs ,,,,,,,,,,,,,,,
OutNSocial,,Hiring  freeze,2020-03-31T15:35:34.000Z,,,,,,,,,,,,,,,,
Outreach,"Talked to a recruiter last week and said they are still hiring and have no plans to slow down.
https://www.outreach.io/company/working-at-outreach
",Hiring,2020-03-28T18:48:30.000Z,https://www.outreach.io/company/working-at-outreach,,,,,,,,,,,,,,,
Outschool,,Hiring,2020-03-28T15:59:00.000Z,https://jobs.lever.co/outschool,,,,,,,,,,,,,,,
OutSystems,"1 report of hiring
1 report of hiring freeze
","Hiring,Hiring  freeze",2020-04-07T16:03:55.000Z,,,,,,,,,,,,,,,,
Ovative Group,"
",Hiring  freeze,2020-04-05T21:43:14.000Z,,,,,,,,,,,,,,,,
OverDrive,"https://company.overdrive.com/careers/
",Hiring,2020-04-03T14:36:09.000Z,,,,,,,,,,,,,,,,
Overstock,"Hiring in the US and Ireland
",Hiring,2020-03-29T13:44:11.000Z,,,,,,,,,,,,,,,,
Overview,"Computer Vision Engineers
",Hiring,2020-04-01T19:02:44.000Z,,,,,,,,,,,,,,,,
Overwolf,"Still hiring all roles
",Hiring,2020-04-01T15:52:20.000Z,https://www.overwolf.com/jobs,,,,,,,,,,,,,,,
Owens Corning,"
",Hiring,2020-04-05T21:44:04.000Z,,,,,,,,,,,,,,,,
Owl Cyber Defense,"Mostly technical roles (Software Engineering)
",Hiring,2020-03-31T22:30:06.000Z,,,,,,,,,,,,,,,,
Own Up,"No layoffs expected
",Hiring  freeze,2020-04-02T17:34:22.000Z,,,,,,,,,,,,,,,,
OYO,"conflicting reports of hiring freeze, hiring, and layoffs
",Hiring,2020-04-03T14:36:43.000Z,,,,,,,,,,,,,,,,
Ozen ,"
",Hiring,2020-04-08T16:31:16.000Z,,,,,,,,,,,,,,,,
P.I. Works,"
",Hiring,2020-04-02T17:52:29.000Z,,,,,,,,,,,,,,,,
P97,"
",Hiring  freeze,2020-04-02T20:42:19.000Z,,,,,,,,,,,,,,,,
Pabst,"
",Hiring,2020-04-03T14:37:16.000Z,,,,,,,,,,,,,,,,
PACCAR ,"One report
",Hiring  freeze,2020-03-29T14:43:38.000Z,,,,,,,,,,,,,,,,
Pachyderm,"
",Hiring,2020-04-08T23:18:31.000Z,,,,,,,,,,,,,,,,
Pacific Dental Services,"Internships only. Company-wide furloughs, reduced hours, reduced pay (4/5).
",Hiring  freeze,2020-04-07T16:50:23.000Z,,,,,,,,,,,,,,,,
Pacific Science,"
",Hiring,2020-04-09T15:18:26.000Z,,,,,,,,,,,,,,,,
PacketFabric,"Business as usual, fully remote team working on critical infrastructure
",Hiring,2020-04-02T17:53:11.000Z,,,,,,,,,,,,,,,,
paddle,"
",Hiring,2020-04-03T14:38:24.000Z,,,,,,,,,,,,,,,,
Pager,"Actively interviewing for positions in NYC
",Hiring,2020-04-10T19:15:25.000Z,,,,,,,,,,,,,,,,
PagerDuty,,Hiring,2020-03-28T23:53:49.000Z,https://jobs.lever.co/pagerduty,,,,,,,,,,,,,,,
Pakistan,"
",Hiring,2020-04-03T17:16:03.000Z,,,,,,,,,,,,,,,,
Palantir,"Report of hiring have slowed considerably, only considering select experienced candidates at this time. Some rumors of freezes in Europe. 
Hiring Freeze to shift resources to COVID-19 (UK) confirmed by HR
","Hiring,Hiring  freeze",2020-04-07T14:57:01.000Z,https://www.palantir.com/careers/,,,,,,,,,,,,,,,
Pall Corporation,"One report concerning tech teams in analytics space - manufacturing  might still be hiring
","Hiring  freeze,Hiring",2020-03-29T14:42:57.000Z,,,,,,,,,,,,,,,,
Palo Alto Networks,"Conflicting reports of hiring and hiring freeze. Details below:
Hiring:","Hiring,Hiring  freeze",2020-04-10T16:52:17.000Z,https://jobs.paloaltonetworks.com/job-search-results/,,,,,,,,,,,,,,,
Palo IT,"
",Hiring,2020-03-29T09:49:34.000Z,https://www.palo-it.com/en/career#joinusform,,,,,,,,,,,,,,,
Pana,"Recruiter I know was laid off in the past weej
",Layoffs,2020-03-30T06:34:31.000Z,,,,,,,,,,,,,,,,
